id,name,slug,permalink,date_created,date_created_gmt,date_modified,date_modified_gmt,type,status,featured,catalog_visibility,description,short_description,sku,price,on_sale,purchasable,total_sales,virtual,downloadable,downloads,download_limit,download_expiry,categories,tags,images,attributes,default_attributes,variations,price_html,related_ids,meta_data,yoast_head_json.canonical,yoast_head_json.og_title,yoast_head_json.og_description,yoast_head_json.og_url,yoast_head_json.article_modified_time,yoast_head_json.og_image,_links.self
3418,Kit 30 filtri,kit-30-filtri,https://archived.forceteksport.it/product/kit-30-filtri/,2020-04-28T15:49:52,2020-04-28T15:49:52,2021-08-10T14:37:42,2021-08-10T14:37:42,variable,publish,FALSE,visible,"<ul>
<li>30 filtri tristrato
<ul>
<li>1° strato: TNT in polipropilene biocompatibile da 30 gr mtq</li>
<li>2° strato: membrana impermeabile traspirante in ePTFE da 12 gr mtq</li>
<li>3° strato: TNT in polipropilene biocompatibile da 30 gr mtq</li>
</ul>
</li>
<li>Elevata capacità filtrante</li>
<li>Impermeabile</li>
<li>Lavabile fino a 5 volte</li>
<li>UNI EN ISO 811:2018
<ul>
<li>TEST PRESSIONE IDROSTATICA SU ORIGINALE  &gt;4000 mm</li>
<li>TEST PRESSIONE IDROSTATICA DOPO 5 LAVAGGI A 60°C  &gt;4000 mm</li>
</ul>
</li>
<li>UNI 4818-26:1992
<ul>
<li>TRASPIRAZIONE  : 900 gr/mq*24h</li>
</ul>
</li>
<li>UNI EN ISO 11092:2014
<ul>
<li>RET – RESISTENZA ALLA TRASPIRAZIONE : 4  mq*Pa/W</li>
</ul>
</li>
<li>UNI EN ISO 9237:97
<ul>
<li>PERMEABILITA’ ALL’ARIA : 6 Lt/min</li>
</ul>
</li>
<li><strong>Non è un dispositivo di protezione individuale/dispositivo medico. Non utilizzabile in ambiente clinico</strong></li>
<li>Disponibili in due misure: Large (per Infinity Mask taglia L e M) e Small (per Infinity Mask taglia S)</li>
</ul>
","<p>Kit di 30 filtri tristrato (TNT + membrana in ePTFE + TNT) per mascherina ad uso civile. Assicura un sufficiente flusso di aria alle persone che svolgono attività sportive legger, è lavabile e sanificabile con disinfettanti. Mantiene le sue caratteristiche di impermeabilità sino a 5 lavaggi, dopodiché deve essere sostituito.</p>
<p>100% Made in Italy.</p>
<p><strong>Non è un dispositivo di protezione individuale/dispositivo medico. Non utilizzabile in ambiente clinico</strong></p>
<p>&nbsp;</p>
",FS00056,19.9,FALSE,TRUE,60,FALSE,FALSE,[],-1,-1,"[{'id': 207, 'name': 'Infinity', 'slug': 'infinity'}]","[{'id': 113, 'name': 'buy_all', 'slug': 'buy_all'}, {'id': 129, 'name': 'gender_man', 'slug': 'gender_man'}, {'id': 125, 'name': 'gender_woman', 'slug': 'gender_woman'}, {'id': 127, 'name': 'use_activewear', 'slug': 'use_activewear'}, {'id': 138, 'name': 'use_lifestyle', 'slug': 'use_lifestyle'}]","[{'id': 3425, 'date_created': '2020-04-28T16:21:02', 'date_created_gmt': '2020-04-28T16:21:02', 'date_modified': '2020-04-28T16:21:02', 'date_modified_gmt': '2020-04-28T16:21:02', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3152.jpg', 'name': 'IMG_3152', 'alt': ''}, {'id': 3425, 'date_created': '2020-04-28T16:21:02', 'date_created_gmt': '2020-04-28T16:21:02', 'date_modified': '2020-04-28T16:21:02', 'date_modified_gmt': '2020-04-28T16:21:02', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3152.jpg', 'name': 'IMG_3152', 'alt': ''}]","[{'id': 2, 'name': 'Size', 'position': 0, 'visible': True, 'variation': True, 'options': ['L', 'S']}]",[],"[3419, 3421]","<span class=""woocommerce-Price-amount amount""><bdi><span class=""woocommerce-Price-currencySymbol"">&euro;</span>19,90</bdi></span>","[1459, 1555, 1596, 1341, 1540]","[{'id': 34598, 'key': '_wpml_word_count', 'value': '{""total"":251,""to_translate"":{""en"":251}}'}, {'id': 34599, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34600, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34620, 'key': '_wpml_word_count', 'value': '{""total"":251,""to_translate"":{""en"":251}}'}, {'id': 34621, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34622, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34623, 'key': '_wpml_word_count', 'value': '{""total"":251,""to_translate"":{""en"":251}}'}, {'id': 34624, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34625, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34626, 'key': '_wpml_word_count', 'value': '{""total"":251,""to_translate"":{""en"":251}}'}, {'id': 34627, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34628, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34629, 'key': '_wpml_word_count', 'value': '{""total"":251,""to_translate"":{""en"":251}}'}, {'id': 34630, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34631, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34632, 'key': '_wpml_word_count', 'value': '{""total"":251,""to_translate"":{""en"":251}}'}, {'id': 34633, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34634, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34635, 'key': '_wpml_word_count', 'value': '{""total"":251,""to_translate"":{""en"":251}}'}, {'id': 34636, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34637, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34638, 'key': '_ct_selectsizeguide', 'value': '#NONE#'}, {'id': 34639, 'key': 'slide_template', 'value': 'default'}, {'id': 34640, 'key': '_sr_productlayout', 'value': 'modern'}, {'id': 34641, 'key': '_sr_productgallerytype', 'value': 'gallery-thumb'}, {'id': 34642, 'key': '_sr_productvideo', 'value': '0'}, {'id': 34643, 'key': '_pys_head_footer', 'value': {'disable_global': False, 'head_any': '', 'head_desktop': '', 'head_mobile': '', 'footer_any': '', 'footer_desktop': '', 'footer_mobile': ''}}, {'id': 34644, 'key': '_yoast_wpseo_primary_product_cat', 'value': '207'}, {'id': 34645, 'key': '_yoast_wpseo_content_score', 'value': '60'}, {'id': 34646, 'key': '_sr_productcolor', 'value': '#e6e1db'}, {'id': 34647, 'key': '_sr_prodgallery', 'value': '{""sortable"":[{""type"":""image"",""id"":""3425"",""thumb"":""https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3152-150x150.jpg"",""size"":""normal""}]}'}, {'id': 34648, 'key': '_yoast_wpseo_focuskw', 'value': 'Infinity mask'}, {'id': 34649, 'key': '_yoast_wpseo_metadesc', 'value': 'Filtro in TNT con membrana per mascherina ad uso civile. Assicura un sufficiente flusso di aria alle persone che svolgono attivita’ sportive legger, è lavabile e sanificabile con disinfettanti mantenendo le sue caratteristiche di impermeabilita’ sino a 5 lavaggi prima di essere sostituito. Made in Italy.'}, {'id': 34650, 'key': '_yoast_wpseo_linkdex', 'value': '32'}, {'id': 34651, 'key': '_sr_producthover', 'value': ''}, {'id': 182194, 'key': '_yoast_wpseo_estimated-reading-time-minutes', 'value': ''}]",https://archived.forceteksport.it/product/kit-30-filtri/,Kit 30 filtri - Forcetek Sport,"Filtro in TNT con membrana per mascherina ad uso civile. Assicura un sufficiente flusso di aria alle persone che svolgono attivita’ sportive legger, è lavabile e sanificabile con disinfettanti mantenendo le sue caratteristiche di impermeabilita’ sino a 5 lavaggi prima di essere sostituito. Made in Italy.",https://archived.forceteksport.it/product/kit-30-filtri/,2021-08-10T14:37:42+00:00,"[{'width': 900, 'height': 1350, 'url': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3152.jpg', 'type': 'image/jpeg'}]",[{'href': 'https://archived.forceteksport.it/wp-json/wc/v3/products/3418'}]
3401,Infinity azzurro + 30 filtri,infinity-mask-azzurro-30-filtri,https://archived.forceteksport.it/product/infinity-mask-azzurro-30-filtri/,2020-04-28T10:00:36,2020-04-28T10:00:36,2021-09-02T06:31:50,2021-09-02T06:31:50,variable,publish,FALSE,visible,"<p><strong>Maschera filtrante TNT con membrana ad uso civile</strong></p>
<ul>
<li><strong>Offerta speciale emergenza COVID-19 : ogni maschera viene venduta con 30 filtri (protezione per un anno con uso standard)  </strong></li>
<li>30 filtri tristrato (TNT + membrana in ePTFE + TNT) inclusi e lavabili fino a 5 volte</li>
<li>Design ergonomico</li>
<li>Tecnologia 3D absolute-no-seams</li>
<li>Duble face</li>
<li>Può essere lavata infinite volte. 3 anni di garanzia</li>
<li>100% Made in Italy</li>
<li>85% polipropilene, 10% poliammide, 5% elastan</li>
<li>Lavare prima dell'uso</li>
<li>Rispetta l'ambiente: grazie alla sua durata e molteplice utilizzo nel tempo, la maschera non crea impatto ambientale.</li>
<li><strong>Non è un dispositivo di protezione individuale/dispositivo medico. Non utilizzabile in ambiente clinico</strong></li>
<li>Taglie: la taglia è indicata dal numero di punti presenti sull'anello destro della maschera. (tre punti =L, due punti=M, 1 punto =S)</li>
</ul>
<p>&nbsp;</p>
","<p><strong>Maschera filtrante TNT con membrana ad uso civile</strong></p>
<p>Realizzata con tecnologia 3D absolute no-seam senza cuciture, composta da polipropilene ad alta resistenza, ipoallergenico additivato con antibatterico/anti-odore, lavabile a 60° e sanificabile con disinfettanti. Il tessuto è certificato Oeko-Tex standard 100 classe II e dermatologicamente testato per il contatto con la pelle.</p>
<p><strong>Offerta speciale emergenza COVID-19 : ogni maschera viene venduta con 30 filtri (protezione per un anno con uso standard) </strong></p>
<p><strong>Non è un dispositivo di protezione individuale/dispositivo medico. Non utilizzabile in ambiente clinico</strong></p>
<p>&nbsp;</p>
",FS00051,29.9,FALSE,TRUE,448,FALSE,FALSE,[],-1,-1,"[{'id': 207, 'name': 'Infinity', 'slug': 'infinity'}]","[{'id': 113, 'name': 'buy_all', 'slug': 'buy_all'}, {'id': 129, 'name': 'gender_man', 'slug': 'gender_man'}, {'id': 125, 'name': 'gender_woman', 'slug': 'gender_woman'}, {'id': 127, 'name': 'use_activewear', 'slug': 'use_activewear'}, {'id': 138, 'name': 'use_lifestyle', 'slug': 'use_lifestyle'}]","[{'id': 3407, 'date_created': '2020-04-28T14:34:17', 'date_created_gmt': '2020-04-28T14:34:17', 'date_modified': '2020-04-28T14:34:17', 'date_modified_gmt': '2020-04-28T14:34:17', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3083.jpg', 'name': 'IMG_3083', 'alt': ''}, {'id': 3407, 'date_created': '2020-04-28T14:34:17', 'date_created_gmt': '2020-04-28T14:34:17', 'date_modified': '2020-04-28T14:34:17', 'date_modified_gmt': '2020-04-28T14:34:17', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3083.jpg', 'name': 'IMG_3083', 'alt': ''}, {'id': 3510, 'date_created': '2020-04-29T14:24:52', 'date_created_gmt': '2020-04-29T14:24:52', 'date_modified': '2020-04-29T14:24:52', 'date_modified_gmt': '2020-04-29T14:24:52', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3090.jpg', 'name': 'IMG_3090', 'alt': ''}, {'id': 3405, 'date_created': '2020-04-28T14:34:14', 'date_created_gmt': '2020-04-28T14:34:14', 'date_modified': '2020-04-28T14:34:14', 'date_modified_gmt': '2020-04-28T14:34:14', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3082.jpg', 'name': 'IMG_3082', 'alt': ''}, {'id': 3339, 'date_created': '2020-04-28T13:07:09', 'date_created_gmt': '2020-04-28T13:07:09', 'date_modified': '2020-04-28T13:07:09', 'date_modified_gmt': '2020-04-28T13:07:09', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/181205_5_0261_verticale.jpg', 'name': '181205_5_0261_verticale', 'alt': ''}, {'id': 3477, 'date_created': '2020-04-29T08:02:15', 'date_created_gmt': '2020-04-29T08:02:15', 'date_modified': '2020-04-29T08:02:15', 'date_modified_gmt': '2020-04-29T08:02:15', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/181206_5_1885-1.jpg', 'name': '181206_5_1885', 'alt': ''}, {'id': 3411, 'date_created': '2020-04-28T14:51:17', 'date_created_gmt': '2020-04-28T14:51:17', 'date_modified': '2020-04-28T14:51:17', 'date_modified_gmt': '2020-04-28T14:51:17', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/AdobeStock_250293122.1.jpg', 'name': 'AdobeStock_250293122.1', 'alt': ''}]","[{'id': 2, 'name': 'Size', 'position': 0, 'visible': True, 'variation': True, 'options': ['BAMBINO', 'L', 'M', 'S']}]","[{'id': 2, 'name': 'Size', 'option': 'l'}]","[4802, 3404, 3403, 3402]","<span class=""woocommerce-Price-amount amount""><bdi><span class=""woocommerce-Price-currencySymbol"">&euro;</span>29,90</bdi></span>","[1569, 1422, 1396, 1555, 1376]","[{'id': 34398, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34399, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34400, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34421, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34422, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34423, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34424, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34425, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34426, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34427, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34428, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34429, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34430, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34431, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34432, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34433, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34434, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34435, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34436, 'key': '_ct_selectsizeguide', 'value': '3532'}, {'id': 34437, 'key': 'slide_template', 'value': ''}, {'id': 34438, 'key': '_sr_productlayout', 'value': 'modern'}, {'id': 34439, 'key': '_sr_productgallerytype', 'value': 'gallery-thumb'}, {'id': 34440, 'key': '_sr_productvideo', 'value': '0'}, {'id': 34441, 'key': '_pys_head_footer', 'value': {'disable_global': False, 'head_any': '', 'head_desktop': '', 'head_mobile': '', 'footer_any': '', 'footer_desktop': '', 'footer_mobile': ''}}, {'id': 34442, 'key': '_yoast_wpseo_primary_product_cat', 'value': '207'}, {'id': 34443, 'key': '_yoast_wpseo_content_score', 'value': '60'}, {'id': 34444, 'key': '_sr_productcolor', 'value': '#e6e1db'}, {'id': 34445, 'key': '_sr_prodgallery', 'value': '{""sortable"":[{""type"":""image"",""id"":""3407"",""size"":""normal""},{""type"":""image"",""id"":""3510"",""size"":""normal""},{""type"":""image"",""id"":""3405"",""size"":""normal""},{""type"":""image"",""id"":""3339"",""size"":""normal""},{""type"":""image"",""id"":""3477"",""size"":""normal""},{""type"":""image"",""id"":""3411"",""size"":""normal""}]}'}, {'id': 34446, 'key': '_yoast_wpseo_focuskw', 'value': 'Infinity mask'}, {'id': 34447, 'key': '_yoast_wpseo_metadesc', 'value': 'Mascherina realizzata con tecnologia 3D absolute no-seam senza cuciture, composta da polipropilene ad alta resistenza, ipoallergenico additivato con antibatterico/anti-odore, lavabile a 60° e sanificabile con disinfettanti. Il tessuto è certificato Oeko-Tex standard 100 classe II e dermatologicamente testato per il contatto con la pelle.'}, {'id': 34448, 'key': '_yoast_wpseo_linkdex', 'value': '31'}, {'id': 34449, 'key': '_sr_producthover', 'value': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3090.jpg'}, {'id': 34892, 'key': '_wp_old_date', 'value': '2020-04-29'}, {'id': 181371, 'key': '_yoast_wpseo_estimated-reading-time-minutes', 'value': ''}]",https://archived.forceteksport.it/product/infinity-mask-azzurro-30-filtri/,Infinity azzurro + 30 filtri - Forcetek Sport,"Mascherina realizzata con tecnologia 3D absolute no-seam senza cuciture, composta da polipropilene ad alta resistenza, ipoallergenico additivato con antibatterico/anti-odore, lavabile a 60° e sanificabile con disinfettanti. Il tessuto è certificato Oeko-Tex standard 100 classe II e dermatologicamente testato per il contatto con la pelle.",https://archived.forceteksport.it/product/infinity-mask-azzurro-30-filtri/,2021-09-02T06:31:50+00:00,"[{'width': 900, 'height': 1350, 'url': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3083.jpg', 'type': 'image/jpeg'}]",[{'href': 'https://archived.forceteksport.it/wp-json/wc/v3/products/3401'}]
3387,Infinity grigio + 30 filtri,infinity-mask-grigio-30-filtri,https://archived.forceteksport.it/product/infinity-mask-grigio-30-filtri/,2020-04-28T10:00:18,2020-04-28T10:00:18,2021-09-24T08:24:08,2021-09-24T08:24:08,variable,publish,FALSE,visible,"<p><strong>Maschera filtrante TNT con membrana ad uso civile</strong></p>
<ul>
<li><strong>Offerta speciale emergenza COVID-19 : ogni maschera viene venduta con 30 filtri (protezione per un anno con uso standard) </strong></li>
<li>30 filtri tristrato (TNT + membrana in ePTFE + TNT) inclusi e lavabili fino a 5 volte</li>
<li>Design ergonomico</li>
<li>Tecnologia 3D absolute-no-seams</li>
<li>Duble face</li>
<li>Può essere lavata infinite volte. 3 anni di garanzia</li>
<li>100% Made in Italy</li>
<li>85% polipropilene, 10% poliammide, 5% elastan</li>
<li>Lavare prima dell'uso</li>
<li>Rispetta l'ambiente: grazie alla sua durata e molteplice utilizzo nel tempo, la maschera non crea impatto ambientale.</li>
<li><strong>Non è un dispositivo di protezione individuale/dispositivo medico. Non utilizzabile in ambiente clinico</strong></li>
<li>Taglie: la taglia è indicata dal numero di punti presenti sull'anello destro della maschera. (tre punti =L, due punti=M, 1 punto =S)</li>
</ul>
<p>&nbsp;</p>
","<p><strong>Maschera filtrante TNT con membrana ad uso civile</strong></p>
<p>Realizzata con tecnologia 3D absolute no-seam senza cuciture, composta da polipropilene ad alta resistenza, ipoallergenico additivato con antibatterico/anti-odore, lavabile a 60° e sanificabile con disinfettanti. Il tessuto è certificato Oeko-Tex standard 100 classe II e dermatologicamente testato per il contatto con la pelle.</p>
<p><strong>Offerta speciale emergenza COVID-19 : ogni maschera viene venduta con 30 filtri (protezione per un anno con uso standard) </strong></p>
<p><strong>Non è un dispositivo di protezione individuale/dispositivo medico. Non utilizzabile in ambiente clinico</strong></p>
<p>&nbsp;</p>
",FS00053,29.9,FALSE,TRUE,701,FALSE,FALSE,[],-1,-1,"[{'id': 207, 'name': 'Infinity', 'slug': 'infinity'}]","[{'id': 113, 'name': 'buy_all', 'slug': 'buy_all'}, {'id': 129, 'name': 'gender_man', 'slug': 'gender_man'}, {'id': 125, 'name': 'gender_woman', 'slug': 'gender_woman'}, {'id': 127, 'name': 'use_activewear', 'slug': 'use_activewear'}, {'id': 138, 'name': 'use_lifestyle', 'slug': 'use_lifestyle'}]","[{'id': 3393, 'date_created': '2020-04-28T14:21:03', 'date_created_gmt': '2020-04-28T14:21:03', 'date_modified': '2020-04-28T14:21:03', 'date_modified_gmt': '2020-04-28T14:21:03', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3102.jpg', 'name': 'IMG_3102', 'alt': ''}, {'id': 3393, 'date_created': '2020-04-28T14:21:03', 'date_created_gmt': '2020-04-28T14:21:03', 'date_modified': '2020-04-28T14:21:03', 'date_modified_gmt': '2020-04-28T14:21:03', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3102.jpg', 'name': 'IMG_3102', 'alt': ''}, {'id': 3391, 'date_created': '2020-04-28T14:20:57', 'date_created_gmt': '2020-04-28T14:20:57', 'date_modified': '2020-04-28T14:20:57', 'date_modified_gmt': '2020-04-28T14:20:57', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3101.jpg', 'name': 'IMG_3101', 'alt': ''}, {'id': 3514, 'date_created': '2020-04-29T14:24:56', 'date_created_gmt': '2020-04-29T14:24:56', 'date_modified': '2020-04-29T14:24:56', 'date_modified_gmt': '2020-04-29T14:24:56', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3107.jpg', 'name': 'IMG_3107', 'alt': ''}, {'id': 3339, 'date_created': '2020-04-28T13:07:09', 'date_created_gmt': '2020-04-28T13:07:09', 'date_modified': '2020-04-28T13:07:09', 'date_modified_gmt': '2020-04-28T13:07:09', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/181205_5_0261_verticale.jpg', 'name': '181205_5_0261_verticale', 'alt': ''}, {'id': 3477, 'date_created': '2020-04-29T08:02:15', 'date_created_gmt': '2020-04-29T08:02:15', 'date_modified': '2020-04-29T08:02:15', 'date_modified_gmt': '2020-04-29T08:02:15', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/181206_5_1885-1.jpg', 'name': '181206_5_1885', 'alt': ''}, {'id': 3411, 'date_created': '2020-04-28T14:51:17', 'date_created_gmt': '2020-04-28T14:51:17', 'date_modified': '2020-04-28T14:51:17', 'date_modified_gmt': '2020-04-28T14:51:17', 'src': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/AdobeStock_250293122.1.jpg', 'name': 'AdobeStock_250293122.1', 'alt': ''}]","[{'id': 2, 'name': 'Size', 'position': 0, 'visible': True, 'variation': True, 'options': ['L', 'M', 'S']}]","[{'id': 2, 'name': 'Size', 'option': 'l'}]","[3390, 3389, 3388]","<span class=""woocommerce-Price-amount amount""><bdi><span class=""woocommerce-Price-currencySymbol"">&euro;</span>29,90</bdi></span>","[1434, 1355, 1390, 1396, 1422]","[{'id': 34077, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34078, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34079, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34100, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34101, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34102, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34103, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34104, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34105, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34106, 'key': '_wpml_word_count', 'value': '{""total"":284,""to_translate"":{""en"":284}}'}, {'id': 34107, 'key': '_wpml_media_featured', 'value': '1'}, {'id': 34108, 'key': '_wpml_media_duplicate', 'value': '1'}, {'id': 34109, 'key': '_ct_selectsizeguide', 'value': '3532'}, {'id': 34110, 'key': 'slide_template', 'value': ''}, {'id': 34111, 'key': '_sr_productlayout', 'value': 'modern'}, {'id': 34112, 'key': '_sr_productgallerytype', 'value': 'gallery-thumb'}, {'id': 34113, 'key': '_sr_productvideo', 'value': '0'}, {'id': 34114, 'key': '_pys_head_footer', 'value': {'disable_global': False, 'head_any': '', 'head_desktop': '', 'head_mobile': '', 'footer_any': '', 'footer_desktop': '', 'footer_mobile': ''}}, {'id': 34115, 'key': '_yoast_wpseo_primary_product_cat', 'value': '207'}, {'id': 34116, 'key': '_yoast_wpseo_content_score', 'value': '90'}, {'id': 34117, 'key': '_sr_productcolor', 'value': '#e6e1db'}, {'id': 34118, 'key': '_sr_prodgallery', 'value': '{""sortable"":[{""type"":""image"",""id"":""3393"",""size"":""normal""},{""type"":""image"",""id"":""3391"",""size"":""normal""},{""type"":""image"",""id"":""3514"",""size"":""normal""},{""type"":""image"",""id"":""3339"",""size"":""normal""},{""type"":""image"",""id"":""3477"",""size"":""normal""},{""type"":""image"",""id"":""3411"",""size"":""normal""}]}'}, {'id': 34119, 'key': '_yoast_wpseo_focuskw', 'value': 'Infinity mask'}, {'id': 34120, 'key': '_yoast_wpseo_metadesc', 'value': 'Mascherina realizzata con tecnologia 3D absolute no-seam senza cuciture, composta da polipropilene ad alta resistenza, ipoallergenico additivato con antibatterico/anti-odore, lavabile a 60° e sanificabile con disinfettanti. Il tessuto è certificato Oeko-Tex standard 100 classe II e dermatologicamente testato per il contatto con la pelle.'}, {'id': 34121, 'key': '_yoast_wpseo_linkdex', 'value': '36'}, {'id': 34122, 'key': '_sr_producthover', 'value': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3107.jpg'}, {'id': 34893, 'key': '_wp_old_date', 'value': '2020-04-29'}]",https://archived.forceteksport.it/product/infinity-mask-grigio-30-filtri/,Infinity grigio + 30 filtri - Forcetek Sport,"Mascherina realizzata con tecnologia 3D absolute no-seam senza cuciture, composta da polipropilene ad alta resistenza, ipoallergenico additivato con antibatterico/anti-odore, lavabile a 60° e sanificabile con disinfettanti. Il tessuto è certificato Oeko-Tex standard 100 classe II e dermatologicamente testato per il contatto con la pelle.",https://archived.forceteksport.it/product/infinity-mask-grigio-30-filtri/,2021-09-24T08:24:08+00:00,"[{'width': 900, 'height': 1350, 'url': 'https://archived.forceteksport.it/wp-content/uploads/2020/04/IMG_3102.jpg', 'type': 'image/jpeg'}]",[{'href': 'https://archived.forceteksport.it/wp-json/wc/v3/products/3387'}]
